"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","number_practice_combines","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version","n_switch_rule_sides"
"","categorize-html","702","1264688","0.0-3.0-23.0-2.0-18.0","969.0900000277907","<p style=""color: red"" >7</p>","75","n-switch","true","true","2","5","0.1","75","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","703","1265224","0.0-3.0-23.0-2.0-19.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","704","1265541","0.0-3.0-23.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","705","1266137","0.0-3.0-23.0-2.0-21.0","583.7249999749474","<p style=""color: red"" >9</p>","75","n-switch","true","false","2","7","0.1","75","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","706","1267059","0.0-3.0-23.0-2.0-22.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","707","1267369","0.0-3.0-23.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","708","1267836","0.0-3.0-23.0-2.0-24.0","463.25999998953193","<p style=""color: red"" >9</p>","75","n-switch","true","false","2","7","0.1","75","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","709","1268887","0.0-3.0-23.0-2.0-25.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","710","1269194","0.0-3.0-23.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","711","1269886","0.0-3.0-23.0-2.0-27.0","688.7299999943934","<p style=""color: blue"" >8</p>","70","n-switch","true","true","1","6","0.1","70","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","712","1270702","0.0-3.0-23.0-2.0-28.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","713","1271006","0.0-3.0-23.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","714","1271786","0.0-3.0-23.0-2.0-30.0","776.8000000505708","<p style=""color: red"" >8</p>","72","n-switch","true","true","2","6","0.1","72","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","715","1272516","0.0-3.0-23.0-2.0-31.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","716","1272822","0.0-3.0-23.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","717","1273711","0.0-3.0-23.0-2.0-33.0","885.4449999635108","<p style=""color: red"" >4</p>","72","n-switch","true","false","2","3","0.1","72","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","718","1274339","0.0-3.0-23.0-2.0-34.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","719","1274658","0.0-3.0-23.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","720","1275568","0.0-3.0-23.0-2.0-36.0","905.5599999846891","<p style=""color: red"" >1</p>","75","n-switch","true","false","2","0","0.1","75","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","721","1276177","0.0-3.0-23.0-2.0-37.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","722","1276482","0.0-3.0-23.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","723","1277600","0.0-3.0-23.0-2.0-39.0","1114.209999970626","<p style=""color: red"" >3</p>","72","n-switch","false","false","2","2","0.1","75","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","724","1277999","0.0-3.0-23.0-2.0-40.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","725","1278301","0.0-3.0-23.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","726","1279447","0.0-3.0-23.0-2.0-42.0","1141.4499999955297","<p style=""color: blue"" >3</p>","83","n-switch","true","true","1","2","0.1","83","11","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","727","1279810","0.0-3.0-23.0-2.0-43.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","728","1280123","0.0-3.0-23.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","729","1280970","0.0-3.0-23.0-3.0","844.394999963697","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","730","1298073","0.0-4.0-0.0","17100.740000023507","<p>This experiment is almost over. Please press <strong>M</strong> if you'd like to read more about the process we used to determine the points you earned and why asking for your true fair wage is the best strategy.</p><p>Otherwise, you will now move on to some survey questions.</p><p>[Press the space bar to continue.]</p>","77","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","731","1315053","0.0-5.0-0.0-0.0","16977.77999995742","<p>Why is the best strategy to ask for <strong> what you truly believe is a fair wage for you</strong>?</p><p>Because the payment process of this experiment has one special rule.</p><p>Its an unusual rule, but its implications are simple.</p><p>There is no way of gaming the process.</p><p>The <strong> best </strong> thing you can do in every trial is <strong> ask yourself how many points you want to be paid if you achieve at least 80% accuracy that round, and then ask for that amount.</strong></p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","732","1339097","0.0-5.0-1.0-0.0","24041.96000000229","<p>What is the rule? Once you tell us what you think is a fair wage for you, the computer will present you with a <strong> random counter-offer. </strong></p><p>If you ask for fewer points than the computer offers you, then you will complete the task and be given the points the computer offered.</p><p>For example, say you ask for 3 points and the computer offers 4, then if you complete the task with at least 80% accuracy, you will be given 4 points.</p><p>If you ask for more points than the computer offers you, then you will do a different task on that round. The alternate task is worth <strong> 1 point. </strong></p><p>For example, if you ask for 5 points and the computer offers 4 points, then you will do something else and be given 1 point.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","733","1386846","0.0-5.0-2.0-0.0","47746.90999998711","<p>Why is it in your best interest to ask for a truly fair wage?</p><p>You might think your best strategy is to always ask for a lot of points. This is <strong>not the case.</strong></p><p>The points you earn are determined by the computer's random offer, and <strong> not </strong> just what you ask for.</p><p>Thus, if you ask for more than your truly fair wage, you will not affect your final point payment. Instead, you might lose the opportunity to do that task and earn more than 1 point.</p><p>This happens if the computer's random number lies between your true fair wage and the value you reported.</p><p>It follows that by asking for a fair wage for you, you will earn that amount or more if the computer offers to pay as much as your fair wage.</p><p>What happens if you ask for less than a truly fair wage? Then you will earn fewer points than you believe you deserve!</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","734","1388961","0.0-5.0-3.0-0.0","2113.78999997396","<p>We hope this explanation has cleared things up.</p><p>Press the space bar to continue.</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","735","1393659","0.0-6.0-0.0-0.0","4695.34500001464","<p>The next few screens have some survey questions on them.</p><p>Press respond to every question you are comfortable answering.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","736","1468561","0.0-6.0-1.0-0.0","74894.98500002082","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":""""}","[0,1,2,3,4,5]","","","","","","","",""
"","survey-multi-choice","737","1471390","0.0-6.0-2.0-0.0","2822.9250000440516","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":""""}","[0,1,2,3,4,5]","","","","","","","",""
"","survey-multi-choice","738","1472766","0.0-6.0-3.0-0.0","1372.5500000291504","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":""""}","[0,1,2,3,4,5]","","","","","","","",""
"","survey-multi-choice","739","1473696","0.0-7.0-0.0-0.0","925.9750000201166","","","","","","","","","","","","","","","","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":""""}","[0,1,2,3,4]","","","","","","","",""
"","survey-text","740","1474812","0.0-7.0-1.0-0.0","1094.0699999919161","","","","","","","","","","","","","","","","","","{""age"":"""",""fair wage"":"""",""other"":""""}","","","","","","","","",""
"","html-keyboard-response","741","1481922","0.0-8.0-0.0","7107.105000002775","<p>Thank you for your participation! This experiment is now over.</p><p>You earned 31 points total.</p><p>Please submit your work and we will bonus you within 48 hours.</p><p>[Press space bar to close this experiment.]</p>","32","","","","","","","","","","","","","","","","","","1474812","93.16666666666667","80,80,100,100,93.33333333333333,93.33333333333333,100,100,93.33333333333333,86.66666666666667,100,93.33333333333333","4.28,4.96,1,1,4.96,4.56,1,1,3.84,1,1,1","3.08,3.08,3.24,,3.56,3.88,3.72,3.24,2.76,2.92,2.28,1.96","4.28,4.96,2.88,1.92,4.96,4.56,2.24,2.76,3.84,2.88,2.08,1.64","2","1,2"
"true","fullscreen","742","1482943","0.0-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
